[9.80886140067759, 7.431394015802408, 1.403880238208561]
[9.813841437793702, 7.385464296139359, 1.6290797116820424]
[9.827957922753736, 7.607579686841513, 0.841448634345487]
[9.810918744507982, 7.424687515722646, 1.538598662442242]
[9.814412695106707, 7.45754043498915, 1.3249866280200655]
[9.806214744277685, 7.3757741510173656, 1.9429857081915582]
[9.828709180294217, 7.472012819304275, 1.727323732225729]
[9.816998847187424, 7.386504896486697, 1.6917180691359204]
[9.807881826435068, 7.392333483733025, 0.5709352535478651]
[9.821682049691542, 7.372413761864276, 2.0747440318751966]
[9.818857254549782, 7.486119436789565, 2.6909346963412513]
[9.822652633321237, 7.391451196117098, 1.696492525379216]
[9.820418566953114, 7.4163242600253945, 1.7553301832778527]
[9.816660851414198, 7.546633582812293, 2.470881045577115]
[9.829401841850018, 7.505938390555255, 2.3711566536988724]
[9.829175067605616, 7.31034609932075, 1.6354033979019713]
[9.809395829573601, 7.585056294154281, 2.425946059188245]
[9.815446072607356, 7.406097169920668, 1.7670199156563595]
[9.80549558846583, 7.283875672690926, 1.0653204078784408]
[9.77728281167421, 7.294230406930019, 1.2278311073143124]
[9.811679116576444, 7.577616982395181, 1.770682582993385]
[9.817970656786006, 7.407213382242678, 1.270690567259478]
[9.829175312971701, 7.482033959215098, 1.3814335250787775]
[9.81541338871303, 7.47339940585433, 1.8395931344315313]
[9.81518528564594, 7.440081347008256, 1.0802066194715076]
[9.823173542949258, 7.375324295394864, 1.2651145221934592]
[9.80520361246524, 7.510581130147469, 2.2171871248143034]
[9.826783824854132, 7.482388303156569, 1.7668677804840311]
[9.798328618724781, 7.509859967624912, 1.774061450479975]
[9.825993466234037, 7.555103198565249, 1.2651549909317574]
[9.80812169073178, 7.414774018554298, 2.1555077351043317]
[9.816761757657655, 7.402755955811804, 1.9915421928056591]
[9.83190802291624, 7.4218773967094585, 2.08203829744931]
[9.818631648418789, 7.554590216311403, 1.948829283064535]
[9.814748524857256, 7.530524430190696, 0.5947470877627886]
[9.817529729036428, 7.44035722178045, 1.2668646892040278]
[9.794917616514452, 7.300681034809219, 1.8628949766741432]
[9.804549207300001, 7.421230814555248, 1.8339251721676186]
[9.815824906876342, 7.455497369508433, 1.5083580980089235]
[9.817568327660721, 7.326581588754854, 2.1605406025235965]
​
